incidence
34.2381070131
34.2381070131
34.2381070131
34.2381070131
34.2381070131
34.2381070131
34.2381070131
34.2381070131
34.2381070131
34.2381070131
34.2381070131
34.2381070131
34.2381070131
34.2381070131
43.1416870223
36.7162969715
44.615941155200005
37.480306957399996
22.013270857600002
37.5568923263
25.0923712918
25.9415450518
19.7325287554
21.0055951267
15.6013055172
18.8036054397
16.8876879866
23.806591963200002
26.978637824099998
23.939639089299998
25.4469113811
31.8939702677
33.541940666100004
37.5502578146
35.5916217322
23.3828426054
36.4087138188
87.30045610030001
74.4122807823
105.90053889709999
89.18734588950001
96.1447665485
70.8593223749
66.9458939852
49.8718206714
49.0604056244
26.2982573021
46.3463618106
27.4305777794
23.343413443699998
26.378496249899996
23.1638051646
19.9093220876
20.9362301463
25.4281926004
30.6706959542
29.111234025199998
41.5837466956
36.3867915947
21.824911827399998
21.0135537422
39.0022514936
26.2795418298
30.8948265209
32.2661599685
34.795348411300004
38.2259432951
36.5236764733
47.78716183270001
55.3114032
50.041882880200006
55.472281563100005
78.0094421818
43.4953708498
38.948032196999996
40.9139261913
31.5624332779
21.9037188705
34.4487058769
31.697106819299997
44.67642283510001
28.6956244487
37.729479631
29.1036088475
32.424743217
32.6199772649
41.2318506229
51.4835084892
61.4206744847
82.1368378384
108.4101238377
82.3857169183
113.9462771323
153.4919416731
129.3526701413
123.714385952
132.36396196479998
116.5491028328
109.17831847040001
67.129314646
66.73250940930001
76.6670575183
56.1619638571
67.0647081288
20.2280715062
18.5428989968
25.0399343781
24.3975168749
20.6434401499
33.2892057815
31.6332310771
17.6557568802
34.298505307199996
39.7140587768
22.5648061232
30.1210489655
58.4167346763
49.899720753500006
52.6981450253
59.825036287299994
71.57107455020001
85.4684974267
62.6701597575
28.6816338641
51.3285854392
63.539029085699994
40.8255840327
38.896380043600004
49.598932767799994
53.4536493441
49.0331016448
27.3310032963
38.7223350429
43.0670354972
46.3798843816
37.9468238508
48.0363088238
52.177369929300006
72.8826754568
121.7471965016
79.00657815640001
91.3682831382
137.9205306979
118.4593515197
145.3304154591
139.7232234237
152.7330488135
160.58789132389998
161.4606516028
134.2367101122
131.7357756728
88.9328063241
84.9133979833
76.4186989952
54.876815989399994
55.663002971800005
45.5014787981
39.9784116577
32.4772445622
42.930015656799995
28.117531280799998
33.5553146456
31.792404193200003
36.1958955538
52.1001314908
48.9774875408
40.8610376965
82.23826589800001
78.5381433583
104.59303426860001
120.63448606290001
120.150015877
118.41889170290001
147.34687395219999
118.41889170290001
130.1101898711
107.5809281941
69.3006622063
45.7260171706
49.4551550712
45.967576441599995
39.2641726955
25.2412644191
28.222325519600002
31.7709946704
36.0354834505
54.436581382700005
43.5330851447
57.63598978130001
61.140110205
64.5490572835
117.63438900530001
81.0558404257
96.7852285717
121.2931333234
103.2537738828
92.38877195239999
123.5129131035
101.4901727808
83.3374589501
62.2848437408
52.807894780299996
60.1206111954
38.8971306582
41.184465219699995
34.960770763
29.542097488899998
30.4674698001
33.3827605214
23.4019791388
24.213991146799998
42.0664326047
32.8688380484
30.9221591209
37.8588237041
36.374163951
51.9630913585
83.88327605020001
54.066337044799994
83.01564401600001
98.2888799535
110.2026835843
166.0097028502
161.5809617418
156.3686726534
145.1994817495
162.9129766749
166.00613175799998
169.66161532299998
116.2362556042
85.1917898217
69.8231636508
50.5375024366
54.61916594229999
41.16
19.05
38.59
45.48
32.37
50.38
53.57
47.38
62.81
69.53
37.37
50.98
78.68
74.69
67.12
59.44
107.51
90.67
76.31
54.29
61.2
57.22
36.64
33.72
35.12
24.54
